Economy,Economy_Code,Year,Adult_Population_15+,Region,Country_Income_group,gap_of_Account,gap of Bank or similar financial institution account (%),gap_of_Debit,gap_of_Credit,LFPR_Gap,Women_Marriage_Rate,Enroll_Female_Secondary,logGDP,WBL_Index
Ecuador,ECU,2014,11054660,Latin America & Caribbean (excluding high income),Upper middle income,0.110456303,0.110456303,0.132993462,,30.164,47.24,104.5733566,25.35799483,84.375
Ecuador,ECU,2017,11800828,Latin America & Caribbean (excluding high income),Upper middle income,0.176297268,0.177122337,0.170207024,,24.184,46.45,97.47456557,25.36765674,89.375
Ecuador,ECU,2021,12914981,Latin America & Caribbean (excluding high income),Upper middle income,0.126418063,0.126418063,0.173246104,0.10861906,24.258,45.48,95.88180691,25.39609467,89.375
Ecuador,ECU,2024,13484219,Latin America & Caribbean (excluding high income),Upper middle income,0.02085885,0.015114563,0.065184362,0.060239708,24.137,,,25.55157957,89.375
"Egypt, Arab Rep.",EGY,2014,63009609,Middle East & North Africa (excluding high income),Lower middle income,0.094543789,0.087814692,,,49.695,,73.20014484,26.44685094,38.75
"Egypt, Arab Rep.",EGY,2017,66961302,Middle East & North Africa (excluding high income),Lower middle income,0.116590563,0.102233018,0.085201932,,45.397,,75.30948216,26.23669458,45
"Egypt, Arab Rep.",EGY,2021,72722825,Middle East & North Africa (excluding high income),Lower middle income,0.063737643,0.061567986,0.061946719,,54.633,,80.34919276,26.77535501,45
"Egypt, Arab Rep.",EGY,2024,77385958,Middle East & North Africa (excluding high income),Lower middle income,0.057367511,-0.018560038,-0.00512227,,54.858,,83.92168144,26.68684518,50.625
El Salvador,SLV,2011,4126198,Latin America & Caribbean (excluding high income),Lower middle income,0.074835822,0.074835822,0.050429178,,30.577,51.21,70.25412522,23.73308739,83.75
El Salvador,SLV,2014,4304307,Latin America & Caribbean (excluding high income),Lower middle income,0.099640975,0.10927814,0.096801362,,28.973,50.47,72.73855379,23.84092676,83.75
El Salvador,SLV,2017,4464670,Latin America & Caribbean (excluding high income),Lower middle income,0.131971821,0.127967289,0.130691534,,30.054,50.21,66.92120756,23.94130892,88.75
El Salvador,SLV,2021,4592875,Latin America & Caribbean (excluding high income),Lower middle income,0.155646739,0.17743178,0.101221507,,30.26,50.66,67.74091825,24.09204815,88.75
El Salvador,SLV,2024,4718943,Latin America & Caribbean (excluding high income),Lower middle income,0.202565923,0.204871831,0.190529763,,30.157,,61.12953841,24.28898734,88.75
Estonia,EST,2011,1128611,High income,High income,-0.009745621,-0.009745621,-0.016659884,0.005208208,12.325,51.54,111.4140396,23.87188724,91.25
Estonia,EST,2014,1110561,High income,High income,0.004541486,0.004541486,-0.010662512,-0.039475611,14.253,53.08,107.7612534,24.02116313,91.25
Estonia,EST,2017,1103273,High income,High income,-0.008285195,-0.008285195,-0.028943079,0.043186303,13.512,53.95,114.6328812,24.03634075,91.25
Estonia,EST,2021,1110971,High income,High income,-0.004759726,-0.004759726,-0.018596566,0.062464252,11.595,54.11,115.2175903,24.33969725,97.5
Estonia,EST,2024,1151475,High income,High income,-0.018380794,-0.018380794,-0.017336119,,9.618,,,24.47898419,97.5
Eswatini,SWZ,2011,680317,Sub-Saharan Africa (excluding high income),Lower middle income,0.023219956,0.023219956,0.002227079,0.017921638,11.443,41.22,64.79753876,22.29613907,38.75
Eswatini,SWZ,2021,779017,Sub-Saharan Africa (excluding high income),Lower middle income,-0.068538592,0.070116786,0.065308503,,5.933,36.93,,22.28889985,46.25
Eswatini,SWZ,2024,816208,Sub-Saharan Africa (excluding high income),Lower middle income,-0.005413842,0.034646404,0.05951327,,4.797,,,22.31084329,46.25
Ethiopia,ETH,2014,55109169,Sub-Saharan Africa (excluding high income),Low income,0.016180249,0.016180249,,,14.909,64.9,,24.74166895,71.875
Ethiopia,ETH,2017,61575604,Sub-Saharan Africa (excluding high income),Low income,0.118684451,0.118684451,,,17.49,65.68,,25.12718709,71.875
Ethiopia,ETH,2021,70814574,Sub-Saharan Africa (excluding high income),Low income,0.159454258,0.167840947,0.112908884,,21.577,66.89,,25.43279604,80
Ethiopia,ETH,2024,78031387,Sub-Saharan Africa (excluding high income),Low income,0.149105961,0.141668037,0.136445813,,21.014,,,25.56745292,80
Finland,FIN,2011,4475337,High income,High income,-0.003586609,-0.003586609,0.068115697,0.069433322,8.372,58.16,111.7331924,26.34003693,97.5
Finland,FIN,2014,4545771,High income,High income,0,0,0.01676697,0.00086452,7.052,57.94,154.4115753,26.33273763,97.5
Finland,FIN,2017,4600229,High income,High income,0.004137267,0.004137267,0.009160848,0.00078716,7.433,57.79,161.3395538,26.2606001,97.5
Finland,FIN,2021,4663598,High income,High income,0.009214917,0.009214917,-0.019685514,-0.067950607,7.821,57.43,150.9881134,26.4068456,97.5
Finland,FIN,2024,4749954,High income,High income,0.003108759,0.003108759,-0.001450608,,5.683,,,26.42704831,97.5
France,FRA,2011,52976120,High income,High income,0.0091666,0.0091666,-0.098058917,0.106999969,10.522,57.89,107.0882797,28.68533315,97.5
France,FRA,2014,53825137,High income,High income,0.023213351,0.023213351,0.061613305,0.132225265,9.949,56.95,104.2235565,28.68184274,97.5
France,FRA,2017,54658275,High income,High income,0.056916966,0.056916966,0.036973217,-0.002281448,9.696,55.8,104.1591873,28.58267899,97.5
France,FRA,2021,55812045,High income,High income,-0.015769532,-0.015769532,0.008196077,0.047588659,8.259,54.52,104.6481628,28.71958307,100
France,FRA,2024,56825584,High income,High income,-0.013592335,-0.013592335,-0.017870435,,7.889,,,28.78159314,100
Gabon,GAB,2011,1077711,Sub-Saharan Africa (excluding high income),Upper middle income,0.035882472,0.035882472,,,17.725,51.41,,23.62525363,51.25
Gabon,GAB,2014,1209169,Sub-Saharan Africa (excluding high income),Upper middle income,0.046792206,0.042291559,0.019321793,,17.54,50.64,,23.62490537,51.25
Gabon,GAB,2017,1332068,Sub-Saharan Africa (excluding high income),Upper middle income,0.100982197,0.085041512,0.084444823,,17.992,49.71,,23.42660412,51.25
Gabon,GAB,2021,1467427,Sub-Saharan Africa (excluding high income),Upper middle income,0.10177052,0.149597681,0.101786025,,17.179,48.11,,23.69085247,57.5
Gabon,GAB,2024,1573811,Sub-Saharan Africa (excluding high income),Upper middle income,0.086959981,0.11282597,,,18.377,,,23.76143695,95
"Gambia, The",GMB,2017,1294272,Sub-Saharan Africa (excluding high income),Low income,0.079289218,0.079289218,,,6.681,,,21.13199858,69.375
"Gambia, The",GMB,2021,1458016,Sub-Saharan Africa (excluding high income),Low income,0.103119478,0.114964542,,,5.509,,116.3727666,21.4234675,69.375
"Gambia, The",GMB,2024,1598990,Sub-Saharan Africa (excluding high income),Low income,0.068643972,0.07026822,,,4.6,,,21.64256004,69.375
Georgia,GEO,2011,3084171,Europe & Central Asia (excluding high income),Upper middle income,-0.042758226,-0.042758226,-0.01229996,,22.031,63.73,,23.46251043,79.375
Georgia,GEO,2014,3020250,Europe & Central Asia (excluding high income),Upper middle income,-0.002108873,-0.002108873,-0.002047027,0.013247892,22.523,64.41,103.984073,23.61174776,79.375
Georgia,GEO,2017,2987888,Europe & Central Asia (excluding high income),Upper middle income,-0.051204723,-0.051204723,-0.034119726,0.053754258,20.642,65.16,106.8437811,23.52499612,79.375
Georgia,GEO,2021,2940933,Europe & Central Asia (excluding high income),Upper middle income,-0.004575212,-0.004073786,-0.05141906,0.020272147,17.2,65.19,103.4287932,23.65994402,85.625
Georgia,GEO,2024,2933716,Europe & Central Asia (excluding high income),Upper middle income,-0.053714019,-0.053714019,-0.023243304,0.000459014,17.65,,97.82803781,24.24302051,88.125
Germany,DEU,2011,70576834,High income,High income,-0.011683107,-0.011683107,0.015969861,0.123443713,12.701,56.7,102.5596924,28.97127154,96.875
Germany,DEU,2014,69974132,High income,High income,-0.013925497,-0.013925497,-0.024123678,0.074706032,12.13,55.83,100.5561371,29.00978721,96.875
Germany,DEU,2017,71374479,High income,High income,-0.001203158,-0.001203158,0.011295793,0.10042679,11.257,54.84,98.17710114,28.95544007,96.875
Germany,DEU,2021,71716499,High income,High income,-0.000480212,-0.000480212,0.014202099,-0.090043268,10.961,54.31,98.05149078,29.10119696,100
Germany,DEU,2024,71691113,High income,High income,-0.011947998,-0.011947998,-0.060542406,,10.693,,,29.17003656,100
Ghana,GHA,2011,15512209,Sub-Saharan Africa (excluding high income),Lower middle income,0.047570368,0.047570368,0.061516381,,7.233,58.93,52.09603882,24.39542295,75
Ghana,GHA,2014,16743744,Sub-Saharan Africa (excluding high income),Lower middle income,0.022939293,0.012870031,,,8.162,57.84,61.25727441,24.72473703,75
Ghana,GHA,2017,18083712,Sub-Saharan Africa (excluding high income),Lower middle income,0.080682589,0.079336993,0.110160654,,6.854,56.29,64.96475093,24.82401335,75
Ghana,GHA,2021,20017745,Sub-Saharan Africa (excluding high income),Lower middle income,0.115990299,0.157882237,0.099394985,,3.677,54.01,75.63775709,25.09920152,75
Ghana,GHA,2024,21563813,Sub-Saharan Africa (excluding high income),Lower middle income,0.06108977,0.151593678,0.121948739,,3.049,,,25.13999927,75
Greece,GRC,2011,9493929,High income,High income,0.046272071,0.046272071,0.100473103,0.091233035,18.732,56.99,103.3467484,26.36871273,88.125
Greece,GRC,2014,9357686,High income,High income,0.018674186,0.018674186,0.063761831,0.082288957,16.091,56.49,100.4584885,26.17858695,97.5
Greece,GRC,2017,9220190,High income,High income,0.019116617,0.019116617,0.107609903,0.050575944,15.05,55.52,101.8635101,26.0215832,97.5
Greece,GRC,2021,9182577,High income,High income,0.028942283,0.028942283,0.066261269,0.071337526,14.738,53.51,103.4547424,26.1077609,97.5
Greece,GRC,2024,8991800,High income,High income,0.091696175,0.091696175,0.127151903,,14.879,,,26.27234192,100
Guatemala,GTM,2011,8804525,Latin America & Caribbean (excluding high income),Upper middle income,0.143048514,0.143048514,0.124248675,,43.443,57.55,50.79628216,24.57077179,73.75
Guatemala,GTM,2014,9616393,Latin America & Caribbean (excluding high income),Upper middle income,0.140614941,0.131537082,0.105061808,,42.301,56.87,51.21911751,24.78115651,73.75
Guatemala,GTM,2017,10430246,Latin America & Caribbean (excluding high income),Upper middle income,0.042706845,0.053558697,0.070544964,,45.411,56.32,52.26521337,24.99511138,73.75
Guatemala,GTM,2021,11489738,Latin America & Caribbean (excluding high income),Upper middle income,0.055843954,0.059133891,0.042518287,,41.136,55.67,48.14729175,25.1828959,73.75
Guatemala,GTM,2024,12299923,Latin America & Caribbean (excluding high income),Upper middle income,0.121483151,0.112810384,0.097871157,,40.284,,50.48216093,25.45065366,73.75
Guinea,GIN,2014,6293415,Sub-Saharan Africa (excluding high income),Low income,,,,,16.63,72.17,30.60220909,22.89556835,46.875
Guinea,GIN,2017,6873506,Sub-Saharan Africa (excluding high income),Low income,0.075932344,0.022719828,,,19.889,71.16,,23.05780185,59.375
Guinea,GIN,2021,7735937,Sub-Saharan Africa (excluding high income),Low income,0.12907387,0.059501303,,,21.907,69.75,,23.56053657,73.75
Guinea,GIN,2024,8464230,Sub-Saharan Africa (excluding high income),Low income,0.096219163,0.023229713,,,21.329,,,23.95542536,73.75
Haiti,HTI,2011,6250015,Latin America & Caribbean (excluding high income),Lower middle income,0.018906829,0.018906829,,,9.482,54.3,,23.28888774,58.75
Haiti,HTI,2014,6636287,Latin America & Caribbean (excluding high income),Lower middle income,0.05564573,0.066431473,,,8.52,53.93,,23.44106064,58.75
Haiti,HTI,2017,7048972,Latin America & Caribbean (excluding high income),Lower middle income,0.053091083,0.021658712,0.042490284,,7.807,53.63,,23.43752056,58.75
Honduras,HND,2011,5181064,Latin America & Caribbean (excluding high income),Lower middle income,0.113544625,0.113544625,0.073638534,,40.109,56.45,72.80452728,23.59741086,66.875
Honduras,HND,2014,5672647,Latin America & Caribbean (excluding high income),Lower middle income,0.090564864,0.105151353,0.076750753,,36.293,55.66,53.69110435,23.70675011,75
Honduras,HND,2017,6185475,Latin America & Caribbean (excluding high income),Lower middle income,0.092901326,0.076855896,0.084653169,,37.193,54.86,54.76235962,23.8646664,75
Honduras,HND,2021,6863097,Latin America & Caribbean (excluding high income),Lower middle income,0.197064074,0.164784434,0.072496894,,25.937,53.95,60.21244531,24.0606118,75
Honduras,HND,2024,7345357,Latin America & Caribbean (excluding high income),Lower middle income,0.187060667,0.161301539,0.154468618,,35.435,,56.20560633,24.33670936,75
"Hong Kong SAR, China",HKG,2011,6165173,High income,High income,-0.0082648,-0.0082648,0.00684347,0.015614379,15.344,,86.52900147,26.24071873,86.875
"Hong Kong SAR, China",HKG,2014,6342961,High income,High income,-0.002606348,-0.002606348,-0.038547982,0.016271795,14.157,,103.5786164,26.3965891,86.875
"Hong Kong SAR, China",HKG,2017,6493265,High income,High income,0.012903986,0.012903986,-0.010426467,0.02962478,13.015,,104.08717,26.55514831,89.375
"Hong Kong SAR, China",HKG,2021,6637356,High income,High income,-0.008569868,-0.008569868,0.014664653,-0.033944116,11.315,,97.53042959,26.63406248,89.375
"Hong Kong SAR, China",HKG,2024,6729811,High income,High income,0.012433944,0.012433944,0.028920283,,11.154,,105.6438802,26.73207902,91.875
Hungary,HUN,2011,8529919,High income,High income,-0.008481296,-0.008481296,0.001115493,0.078844886,11.517,49.82,102.0062485,25.67909289,81.25
Hungary,HUN,2014,8464202,High income,High income,-0.00518184,-0.00518184,0.031316512,0.00667824,13.031,50.97,106.2164688,25.67202573,93.75
Hungary,HUN,2017,8389859,High income,High income,0.060050427,0.060050427,0.032982553,0.029153386,14.343,51.81,104.3329468,25.68611047,93.75
Hungary,HUN,2021,8330756,High income,High income,0.028555839,0.028555839,0.060288935,0.029838855,14.592,52.27,99.56378937,25.93275199,93.75
Hungary,HUN,2024,8202714,High income,High income,0.068319528,0.068319528,0.062977198,,13.987,,,26.13043761,93.75
Iceland,ISL,2021,297833,High income,High income,0,0,0.001626058,-0.037583458,8.329,49.25,112.9996109,23.97249003,100
Iceland,ISL,2024,322325,High income,High income,0.00295456,0.00295456,-0.003234412,,8.562,,,24.23370045,100
India,IND,2011,853745004,South Asia (excluding high income),Lower middle income,0.172465733,0.172465733,,,51.648,73.65,64.62439728,28.22985762,66.25
India,IND,2014,907853291,South Asia (excluding high income),Lower middle income,0.196307564,0.198278568,0.209065393,,51.747,73.19,74.75399017,28.34397092,66.25
India,IND,2017,962463650,South Asia (excluding high income),Lower middle income,0.06369363,0.063001865,0.204281782,,50.748,72.67,74.22363281,28.60558076,66.25
India,IND,2021,1033092817,South Asia (excluding high income),Lower middle income,-0.000453803,-0.003167914,0.154454755,,48.24,72.18,78.6777288,28.7847527,74.375
India,IND,2024,1077731602,South Asia (excluding high income),Lower middle income,-0.004429856,-0.00853498,0.154309528,,44.281,,78.71826861,28.99455849,74.375
Indonesia,IDN,2011,177530453,East Asia & Pacific (excluding high income),Lower middle income,0.007597026,0.007597026,0.020632971,,31.985,71.23,78.83477783,27.51785242,64.375
Indonesia,IDN,2014,185894322,East Asia & Pacific (excluding high income),Lower middle income,-0.028461072,-0.026256395,-0.010713905,,32.079,71.04,83.3549901,27.51561026,64.375
Indonesia,IDN,2017,193777030,East Asia & Pacific (excluding high income),Lower middle income,-0.051092016,-0.056165915,-0.033462548,,29.585,70.96,91.84763489,27.65082374,64.375
Indonesia,IDN,2021,203818030,East Asia & Pacific (excluding high income),Lower middle income,-0.011230044,-0.023841178,-0.027783832,,27.672,70.53,98.30411724,27.80497442,64.375
Indonesia,IDN,2024,211076339,East Asia & Pacific (excluding high income),Lower middle income,-0.033920333,-0.029665294,-0.024995433,,28.837,,98.66917075,27.96749335,70.625
"Iran, Islamic Rep.",IRN,2011,59270231,Middle East & North Africa (excluding high income),Lower middle income,0.232909388,0.232909388,0.240136931,0.075644212,53.108,,79.69593811,27.16739709,28.75
"Iran, Islamic Rep.",IRN,2014,61676328,Middle East & North Africa (excluding high income),Lower middle income,0.098157651,0.100279803,0.221974482,-0.023081908,54.88,,80.56909943,26.85883073,28.75
"Iran, Islamic Rep.",IRN,2017,63892824,Middle East & North Africa (excluding high income),Lower middle income,0.048405059,0.04141118,0.156549026,,52.916,,81.72380066,26.91562833,31.25
"Iran, Islamic Rep.",IRN,2021,66867932,Middle East & North Africa (excluding high income),Lower middle income,0.097562812,0.104888584,0.139551734,,55.128,,,26.67130083,31.25
"Iran, Islamic Rep.",IRN,2024,69914781,Middle East & North Africa (excluding high income),Lower middle income,0.085373877,0.085373877,0.082626479,0.008790592,52.879,,,26.80319903,31.25
Iraq,IRQ,2011,18241367,Middle East & North Africa (excluding high income),Upper middle income,0.059298173,0.059298173,,,59.651,61.59,,25.94901251,33.125
Iraq,IRQ,2014,20884823,Middle East & North Africa (excluding high income),Upper middle income,0.071314575,0.071314575,,,59.496,62.69,,26.15261147,33.125
Iraq,IRQ,2017,23052127,Middle East & North Africa (excluding high income),Upper middle income,0.063167515,0.035710871,,,62.082,63.9,,25.95437445,45
Iraq,IRQ,2021,25903954,Middle East & North Africa (excluding high income),Upper middle income,0.073237285,0.042265644,,,58.194,65.38,,26.07037337,45
Iraq,IRQ,2024,28355455,Middle East & North Africa (excluding high income),Upper middle income,0.2196838,0.196461208,0.181230056,0.103926944,61.163,,,26.35805544,48.125
Ireland,IRL,2011,3598499,High income,High income,0.035421198,0.035421198,-0.051825033,0.010508622,14.232,49.72,118.0788879,26.20806277,95
Ireland,IRL,2014,3629630,High income,High income,-0.001173865,-0.001173865,-0.008233056,0.038357513,13.909,49.67,118.2979279,26.3105145,95
Ireland,IRL,2017,3749429,High income,High income,0.000683633,0.000683633,0.004073413,0.026401661,12.901,48.87,124.2928772,26.57833776,95
Ireland,IRL,2021,3983258,High income,High income,0.002617752,0.002617752,-0.007536505,-0.079429421,11.516,47.51,141.5817108,26.99802786,100
Ireland,IRL,2024,4298252,High income,High income,0.027210193,0.027210193,0.039150224,,10.32,,,27.0811081,100
Israel,ISR,2011,5491153,High income,High income,-0.040339364,-0.040339364,,-0.007399427,12.11,52.88,97.06208801,26.31425282,77.5
Israel,ISR,2014,5787501,High income,High income,-0.001307986,-0.001307986,0.082775214,0.003265982,11.201,52.34,96.85913849,26.47583848,80.625
Israel,ISR,2017,6131598,High income,High income,-0.018055311,-0.018055311,-0.002453436,0.026703295,10.642,51.63,96.81472778,26.60379882,80.625
Israel,ISR,2021,6631697,High income,High income,0.020332592,0.020332592,0.019799986,-0.017658581,7.377,50.43,97.38910675,26.91767123,80.625
Israel,ISR,2024,7062352,High income,High income,0.02375818,0.02375818,0.042117259,,6.111,,,27.01483498,80.625
Italy,ITA,2011,50957209,High income,High income,0.147858512,0.147858512,0.144493299,0.169270124,20.471,56.53,101.0195923,28.46826864,89.375
Italy,ITA,2014,51850742,High income,High income,0.087097425,0.087097425,0.215965013,0.189121265,18.709,55.66,100.5332794,28.40574828,91.875
Italy,ITA,2017,52409524,High income,High income,0.04511023,0.04511023,0.132976196,0.176955085,18.494,54.51,100.2852936,28.30905466,94.375
Italy,ITA,2021,51815239,High income,High income,0.00391808,0.00391808,0.028990818,-0.035223584,17.672,52.83,101.2457123,28.41034599,97.5
Italy,ITA,2024,51829051,High income,High income,0.128392019,0.128392019,0.152981923,,17.35,,,28.49391107,97.5
Jamaica,JAM,2011,2007871,Latin America & Caribbean (excluding high income),Upper middle income,0.079509187,0.079509187,0.065709371,,16.627,36.29,94.70088196,23.39359074,61.875
Jamaica,JAM,2014,2096466,Latin America & Caribbean (excluding high income),Upper middle income,0.014344231,0.016525199,0.053670236,0.096075185,16.429,35.83,89.16112729,23.35509839,61.875
Jamaica,JAM,2021,2248537,Latin America & Caribbean (excluding high income),Upper middle income,0.035523584,0.022707622,0.098846417,-0.021023944,14.847,35.28,86.62203776,23.40822386,68.125
Japan,JPN,2011,110945852,High income,High income,-0.008733119,-0.008733119,-0.002962491,0.026470303,22.996,53.77,,29.46039745,76.25
Japan,JPN,2014,110762343,High income,High income,-0.007789166,-0.007789166,-0.06122923,-0.10062356,21.166,52.85,101.9906693,29.22025632,78.75
Japan,JPN,2017,110907804,High income,High income,0.003926822,0.003926822,-0.039178881,-0.024119991,19.406,51.57,102.1241226,29.2263601,78.75
Japan,JPN,2021,110830955,High income,High income,-0.007260122,-0.007260122,-0.004503785,-0.003900135,17.754,49.34,102.3170395,29.2484272,78.75
Japan,JPN,2024,110011344,High income,High income,-0.004099744,-0.004099744,-0.000250006,,16.29,,,29.02478749,78.75
Jordan,JOR,2011,4670454,Middle East & North Africa (excluding high income),Upper middle income,0.163127216,0.163127216,0.084210788,,47.196,55.42,90.56578064,24.10847438,31.875
Jordan,JOR,2014,5205320,Middle East & North Africa (excluding high income),Upper middle income,0.177849877,0.177849877,0.162331293,,45.916,55.56,91.98264538,24.33005751,31.875
Jordan,JOR,2017,6558247,Middle East & North Africa (excluding high income),Upper middle income,0.29667888,0.28901426,0.281212133,,45.012,55.91,91.51370356,24.45156877,31.875
Jordan,JOR,2021,7296924,Middle East & North Africa (excluding high income),Upper middle income,0.245388804,0.214296924,0.199697207,,47.416,55.97,92.84402732,24.55832356,46.875
Jordan,JOR,2024,7867178,Middle East & North Africa (excluding high income),Upper middle income,0.196962114,0.162201959,0.145094059,,47.252,,92.9268253,24.70018273,59.375
Kazakhstan,KAZ,2011,12564991,Europe & Central Asia (excluding high income),Upper middle income,-0.035047724,-0.035047724,-0.039968867,,9.924,63.52,97.73605631,25.98595603,72.5
Kazakhstan,KAZ,2014,12875804,Europe & Central Asia (excluding high income),Upper middle income,-0.035830192,-0.035830192,-0.00580132,0.014122479,9.814,64.75,98.88253408,26.12142854,72.5
Kazakhstan,KAZ,2017,13196334,Europe & Central Asia (excluding high income),Upper middle income,-0.0339129,-0.0339129,0.031056545,0.046589126,10.053,65.14,96.69593284,25.84125965,69.375
Kazakhstan,KAZ,2021,13791287,Europe & Central Asia (excluding high income),Upper middle income,-0.053404853,-0.053404853,-0.046252342,0.041087378,9.8,63.82,93.92231877,26.00646957,69.375
Kazakhstan,KAZ,2024,14324777,Europe & Central Asia (excluding high income),Upper middle income,0.027582273,0.048807551,0.026167838,0.038948651,9.919,,96.74451966,26.38622632,75.625
Kenya,KEN,2011,23450849,Sub-Saharan Africa (excluding high income),Lower middle income,0.06466836,0.06466836,0.094776252,,5.462,56.83,,24.57063241,75.625
Kenya,KEN,2014,25714887,Sub-Saharan Africa (excluding high income),Lower middle income,0.07523424,0.06979511,0.031458733,,5.809,56.06,,24.94696762,78.75
Kenya,KEN,2017,28150345,Sub-Saharan Africa (excluding high income),Lower middle income,0.080897301,0.185309877,0.149667062,,7.318,55.03,,25.13043024,83.75
Kenya,KEN,2021,31704189,Sub-Saharan Africa (excluding high income),Lower middle income,0.078875625,0.119303591,0.09694235,,9.708,53.57,79.6603134,25.4237462,83.75
Kenya,KEN,2024,34616135,Sub-Saharan Africa (excluding high income),Lower middle income,0.073739746,0.23236149,0.104617587,,9.236,,,25.5435474,83.75
"Korea, Rep.",KOR,2011,41432826,High income,High income,-0.001252908,-0.001252908,0.046800894,-0.062138603,21.145,,97.46173859,27.85416467,85
"Korea, Rep.",KOR,2014,43035419,High income,High income,0.020112313,0.020112313,0.018097098,-0.06465381,20.87,,98.35305786,28.0230632,85
"Korea, Rep.",KOR,2017,44377468,High income,High income,0.003325876,0.003325876,-0.003708054,-0.075645025,19.737,,98.77144623,28.11344727,85
"Korea, Rep.",KOR,2021,45556455,High income,High income,-0.000215401,-0.000215401,0.029001595,0.028208643,17.904,,97.76450348,28.22985762,85
"Korea, Rep.",KOR,2024,46039322,High income,High income,-0.004923939,-0.00365494,0.043251116,,16.443,,,28.16751449,88.125
Kosovo,XKX,2011,1287712,Europe & Central Asia (excluding high income),Upper middle income,0.258144129,0.258144129,0.214800142,,,,,22.57039909,86.875
Kosovo,XKX,2014,1334099,Europe & Central Asia (excluding high income),Upper middle income,0.231173692,0.231173692,0.208344833,0.058766981,,,,22.67974773,91.875
Kosovo,XKX,2017,1328163,Europe & Central Asia (excluding high income),Upper middle income,0.174295831,0.174295831,0.216709358,0.073806495,,,,22.69467172,91.875
Kosovo,XKX,2021,1385580,Europe & Central Asia (excluding high income),Upper middle income,0.215091175,0.215091175,0.190564816,0.109493064,,,,22.96540044,91.875
Kosovo,XKX,2024,1382360,Europe & Central Asia (excluding high income),Upper middle income,0.089642002,0.089642002,0.127340962,0.068578358,,,,23.13457997,91.875
Kuwait,KWT,2011,2266476,High income,High income,0.130942329,0.130942329,0.15647279,0.084609938,36.843,59.54,98.81082916,25.76021844,29.375
Kuwait,KWT,2014,2736473,High income,High income,0.15303405,0.15303405,0.121227534,0.120387154,37.396,60.61,96.99017334,25.81701604,29.375
Kuwait,KWT,2017,3138850,High income,High income,0.098435118,0.098435118,0.093176176,0.06528171,37.823,60.66,,25.51905638,29.375
Kuwait,KWT,2024,3950546,High income,High income,0.045679491,0.045679491,0.020098173,,39.839,,,25.79843965,38.125
Kyrgyz Republic,KGZ,2014,3978542,Europe & Central Asia (excluding high income),Lower middle income,-0.009799603,-0.009799603,,,21.012,,89.51270327,22.73390678,76.875
Kyrgyz Republic,KGZ,2017,4195979,Europe & Central Asia (excluding high income),Lower middle income,0.023130571,0.006996898,-0.001174079,,25.005,,89.74826533,22.7648677,76.875
Kyrgyz Republic,KGZ,2021,4515230,Europe & Central Asia (excluding high income),Lower middle income,0.027801156,0.032753809,0.006004559,,25.554,,93.19613185,22.94779576,76.875
Kyrgyz Republic,KGZ,2024,4780143,Europe & Central Asia (excluding high income),Lower middle income,0.021430191,0.000593813,-0.056185188,,25.682,,92.52324157,23.58422364,76.875
Lao PDR,LAO,2011,4035423,East Asia & Pacific (excluding high income),Lower middle income,0.012790264,0.012790264,,,7.798,,42.42169048,22.89233149,83.125
Lao PDR,LAO,2017,4638548,East Asia & Pacific (excluding high income),Lower middle income,-0.057583208,-0.057583208,-0.017741687,,7.522,,63.54691207,23.56065606,85
Lao PDR,LAO,2021,5024510,East Asia & Pacific (excluding high income),Lower middle income,-0.01100988,-0.01100988,0.021124215,,8.439,,58.38346915,23.65856574,85.625
Lao PDR,LAO,2024,5322750,East Asia & Pacific (excluding high income),Lower middle income,-0.118765235,-0.120332786,-0.166790267,,9.269,,50.99772171,23.52680397,85.625
Latvia,LVA,2011,1800178,High income,High income,-0.053049184,-0.053049184,-0.021065272,-0.032742874,12.475,50.77,103.9788666,24.00325738,97.5
Latvia,LVA,2014,1719348,High income,High income,0.001032592,0.001032592,0.042402934,0.037251137,13.214,50.79,112.1997299,24.13366092,97.5
Latvia,LVA,2017,1657658,High income,High income,0.015360737,0.015360737,0.015692856,-0.013822503,12.738,50.57,110.1625214,24.10395638,100
Latvia,LVA,2021,1596418,High income,High income,-0.020416457,-0.020416457,-0.029866244,0.048447716,13.067,49.56,106.5402832,24.36566479,100
Latvia,LVA,2024,1582835,High income,High income,-0.009676668,-0.009676668,-0.006630641,,12.251,,,24.49650422,100
Lebanon,LBN,2011,3709897,Middle East & North Africa (excluding high income),Lower middle income,0.23496326,0.23496326,0.171102064,0.149585622,44.101,54.06,78.09645688,24.41032178,50
Lebanon,LBN,2014,4265657,Middle East & North Africa (excluding high income),Lower middle income,0.294971337,0.294971337,0.275047396,0.082628561,42.864,53.93,62.10518423,24.5964485,50
Lebanon,LBN,2017,4654352,Middle East & North Africa (excluding high income),Lower middle income,0.237844119,0.237844119,0.185570653,0.071176985,41.839,53.35,66.12012819,24.69407989,52.5
Lebanon,LBN,2021,4108774,Middle East & North Africa (excluding high income),Lower middle income,0.080622192,0.080622192,0.085157586,,38.243,51.65,71.17741218,23.86448025,52.5
Lebanon,LBN,2024,4231057,Middle East & North Africa (excluding high income),Lower middle income,0.156855033,0.140384359,0.080854749,,38.4,,67.54498291,23.72292142,58.75
